Name,Identifier,Sub_Identifier,Prosopographical_Reference,Prosopographical_Reference_id,Work,Edition,Edition_id,Passage,Book,Casaubon_Reference,Kaibel_Reference,Is_Range,Note_Reference
Homer,"epic poet",,,,Iliad,,,3.156-8,13,13.566b,13.20,,
Homer,"epic poet",,,,Iliad,,,3.156-9,5,5.188a,5.13,"range start",
Homer,"epic poet",,,,Iliad,,,3.156-9,5,5.188b,5.13,"range end",
Homer,"epic poet",,,,Iliad,,,3.169-70,13,13.566c,13.20,,
Homer,"epic poet",,,,Iliad,,,3.245-8,10,10.425d,10.25@10.26,,
Homer,"epic poet",,,,Iliad,,,3.246,2,2.40a,2.10@2.11,,
Homer,"epic poet",,,,Iliad,,,3.268-70,10,10.425e,10.26,,
Homer,"epic poet",,,,Iliad,,,3.292-4,14,14.660b,14.79,,
Homer,"epic poet",,,,Iliad,,,3.375,14,14.632e,14.32,,
Homer,"epic poet",,,,Iliad,,,3.386-8,5,5.191a,5.17,,
Homer,"epic poet",,,,Iliad,,,3.392,1,1.18e,1.32@1.33,,
Homer,"epic poet",,,,Iliad,,,3.409,5,5.177c,5.4,,
Homer,"epic poet",,,,Iliad,,,3.736,1,1.18f,1.33,,
Homer,"epic poet",,,,Iliad,,,4.1-4,12,12.513d,12.7,,
Homer,"epic poet",,,,Iliad,,,4.171,10,10.433e,10.43,,
Homer,"epic poet",,,,Iliad,,,4.3-4,1,1.13f,1.23,,
Homer,"epic poet",,,,Iliad,,,4.3-4,11,11.781d,11.16,,
Homer,"epic poet",,,,Iliad,,,4.86-140,6,6.236d,6.29,,
Homer,"epic poet",,,,Iliad,,,4.89,10,10.458b,10.87,,
Homer,"epic poet",,,,Iliad,,,4.92,10,10.458a,10.87,,
Homer,"epic poet",,,,Iliad,,,5.133,10,10.458b,10.87,,
Homer,"epic poet",,,,Iliad,,,4.262-3,5,5.192f,5.20,"range start",
Homer,"epic poet",,,,Iliad,,,4.262-3,5,5.193a,5.20,"range end",
Homer,"epic poet",,,,Iliad,,,5.83,12,12.540a,12.55@12.56,,
Homer,"epic poet",,,,Iliad,,,,5,5.207d,5.41,,
Homer,"epic poet",,,,Iliad,,,1.1,6,6.270e,6.99@6.100,,note
Homer,"epic poet",,,,Iliad,,,5.226,10,10.458a,10.87,,
Homer,"epic poet",,,,Iliad,,,5.292,6,6.236d,6.29,,
Homer,"epic poet",,,,Iliad,,,5.340,6,6.251a,6.57@6.58,,
Homer,"epic poet",,,,Iliad,,,5.370,10,10.458c,10.87,,
Homer,"epic poet",,,,Iliad,,,5.453,10,10.458a,10.87,,
Homer,"epic poet",,,,Iliad,,,5.487-8,1,1.25b,1.45@1.46,,
Homer,"epic poet",,,,Iliad,,,5.686,10,10.458b,10.87,,
Homer,"epic poet",,,,Iliad,,,6.127,10,10.438b,10.50@10.51,,
Homer,"epic poet",,,,Iliad,,,6.135-6,1,1.26b,1.47,,
Homer,"epic poet",,,,Iliad,,,6.138,12,12.512d,12.5,,
Homer,"epic poet",,,,Iliad,,,6.153,11,11.493b,11.84,,
Homer,"epic poet",,,,Iliad,,,6.174,5,5.185b,5.1,"range start",
Homer,"epic poet",,,,Iliad,,,6.174,5,5.185c,5.1@5.2,"range end",
Homer,"epic poet",,,,Iliad,,,6.206,10,10.458c,10.87,,
Homer,"epic poet",,,,Iliad,,,6.258-60,1,1.10b,1.17,,
Homer,"epic poet",,,,Iliad,,,6.260,2,2.35c,2.1@2.2,,
Homer,"epic poet",,,,Iliad,,,"6.261- 2",1,1.10b,1.17,"range start",
Homer,"epic poet",,,,Iliad,,,"6.261- 2",1,1.10c,1.17,"range end",
Homer,"epic poet",,,,Iliad,,,6.264-5,1,1.10b,1.17,,
Homer,"epic poet",,,,Iliad,,,6.266-8,1,1.10c,1.17,,
Homer,"epic poet",,,,Iliad,,,6.313,1,1.10b,1.17,,
Homer,"epic poet",,,,Iliad,,,6.60,10,10.458c,10.87,,
Homer,"epic poet",,,,Iliad,,,7.161,4,4.129f,4.4,,
Homer,"epic poet",,,,Iliad,,,7.216,15,15.687f,15.36,,
Homer,"epic poet",,,,Iliad,,,"7.299a, d 21.362-3",1,1.25d,1.46,,
Homer,"epic poet",,,,Iliad,,,7.321,1,1.13f,1.23,,
Homer,"epic poet",,,,Iliad,,,7.321,1,1.9a,1.15,,
Homer,"epic poet",,,,Iliad,,,7.324,5,5.187a,5.3,,
Homer,"epic poet",,,,Iliad,,,7.364,10,10.458d,10.87,,
Homer,"epic poet",,,,Iliad,,,7.467,1,1.31b,1.56,,
Homer,"epic poet",,,,Iliad,,,7.86,2,2.41b,2.13@2.14,,
Homer,"epic poet",,,,Iliad,,,7.94-105,5,5.178c,5.5,,
Homer,"epic poet",,,,Iliad,,,8.161-2,1,1.13e,1.23,,
Homer,"epic poet",,,,Iliad,,,8.192,10,10.433c,10.42,,
Homer,"epic poet",,,,Iliad,,,8.202,10,10.458e,10.87,,
Homer,"epic poet",,,,Iliad,,,8.229-32,2,2.39d,2.9,"range start",
Homer,"epic poet",,,,Iliad,,,8.229-32,2,2.39e,2.9@2.10,"range end",
Homer,"epic poet",,,,Iliad,,,8.328,7,7.314b,7.95,,
Homer,"epic poet",,,,Iliad,,,8.53-4,1,1.11e,1.19,,
Homer,"epic poet",,,,Iliad,,,9.119-19a,1,1.11a,1.18,,
Homer,"epic poet",,,,Iliad,,,9.122,2,2.38a,2.6,,
Homer,"epic poet",,,,Iliad,,,9.15,2,2.41d,2.14@2.15,,
Homer,"epic poet",,,,Iliad,,,"9.175- 7",5,5.179c,5.7,"range start",
Homer,"epic poet",,,,Iliad,,,"9.175- 7",5,5.179d,5.7,"range end",
Homer,"epic poet",,,,Iliad,,,9.177,5,5.180b,5.8@5.9,,
Homer,"epic poet",,,,Iliad,,,9.189,14,14.633c,14.33,,
Homer,"epic poet",,,,Iliad,,,9.201-17,1,1.18b,1.31@1.32,,
Homer,"epic poet",,,,Iliad,,,9.203,1,1.10c,1.17,,
Homer,"epic poet",,,,Iliad,,,9.203,10,10.423e,10.22,,
Homer,"epic poet",,,,Iliad,,,9.208-10,11,11.465b,11.13,"range start",
Homer,"epic poet",,,,Iliad,,,9.208-10,11,11.465c,11.13@11.14,"range end",
Homer,"epic poet",,,,Iliad,,,9.215,4,4.173a,4.73,,
Homer,"epic poet",,,,Iliad,,,9.219-20,5,5.179c,5.7,,
Homer,"epic poet",,,,Iliad,,,9.224,1,1.14a,1.23@1.24,,
Homer,"epic poet",,,,Iliad,,,9.224,11,11.498d,11.99,,
Homer,"epic poet",,,,Iliad,,,9.224,5,5.193a,5.20,,
Homer,"epic poet",,,,Iliad,,,9.225,1,1.12c,1.20@1.21,,
Homer,"epic poet",,,,Iliad,,,9.323-4,9,9.373b,9.15,,
Homer,"epic poet",,,,Iliad,,,9.328,8,8.362f,8.64,,
Homer,"epic poet",,,,Iliad,,,9.347,10,10.446f,10.66,,
Homer,"epic poet",,,,Iliad,,,9.360,1,1.9d,1.16,,
Homer,"epic poet",,,,Iliad,,,9.360,9,9.386e,9.36@9.37,,
Homer,"epic poet",,,,Iliad,,,9.607,13,13.590b,13.57,,
Homer,"epic poet",,,,Iliad,,,9.670-1,11,11.482e,11.64@11.65,,
Homer,"epic poet",,,,Odyssey,,,1.107,1,1.16e,1.28@1.29,,
Homer,"epic poet",,,,Odyssey,,,1.111-12,1,1.11f,1.19@1.20,,
Homer,"epic poet",,,,Odyssey,,,1.138,1,1.11f,1.19@1.20,,
Homer,"epic poet",,,,Odyssey,,,1.138,9,9.409a,9.76,,
Homer,"epic poet",,,,Odyssey,,,1.139-41,5,5.193b,5.20,,
Homer,"epic poet",,,,Odyssey,,,1.141,6,6.228d,6.13,,
Homer,"epic poet",,,,Odyssey,,,1.145,5,5.192e,5.19@5.20,,
Homer,"epic poet",,,,Odyssey,,,1.146-7,9,9.409a,9.76,,
Homer,"epic poet",,,,Odyssey,,,1.150,1,1.9f,1.16,,
Homer,"epic poet",,,,Odyssey,,,1.152,5,5.180b,5.8@5.9,,
Homer,"epic poet",,,,Odyssey,,,1.226,8,8.362a,8.63,,
Homer,"epic poet",,,,Odyssey,,,1.22,8,8.363e,8.65,,
Homer,"epic poet",,,,Odyssey,,,1.25,8,8.363e,8.65,,
Homer,"epic poet",,,,Odyssey,,,1.337-8,14,14.633c,14.33,,
Homer,"epic poet",,,,Odyssey,,,10.195,1,1.18f,1.33,,
Homer,"epic poet",,,,Odyssey,,,10.277ff,1,1.10e,1.18,"range start",
Homer,"epic poet",,,,Odyssey,,,10.277ff,1,1.10f,1.18,"range end",
Homer,"epic poet",,,,Odyssey,,,10.279,5,5.220a,5.61@5.62,,
Homer,"epic poet",,,,Odyssey,,,10.352-3,2,2.48c,2.30@2.31,,
Homer,"epic poet",,,,Odyssey,,,10.362,1,1.24d,1.44,,
Homer,"epic poet",,,,Odyssey,,,10.552-60,1,1.10f,1.18,,
Homer,"epic poet",,,,Odyssey,,,10.84,5,5.192b,5.18@5.19,,
Homer,"epic poet",,,,Odyssey,,,11.419-20,12,12.546d,12.66,,
Homer,"epic poet",,,,Odyssey,,,16.253,11,11.491f,11.81,,
Homer,"epic poet",,,,Odyssey,,,17.176,4,4.156b,4.44,,
Homer,"epic poet",,,,Odyssey,,,11.582-92,1,1.25a,1.45,"range start",
Homer,"epic poet",,,,Odyssey,,,11.582-92,1,1.25b,1.45@1.46,"range end",
Homer,"epic poet",,,,Odyssey,,,12.103,3,3.76e,3.10@3.11,,
Homer,"epic poet",,,,Odyssey,,,12.189-91,1,1.14d,1.24@1.25,,
Homer,"epic poet",,,,Odyssey,,,"12.251- 5",1,1.13b,1.22,,
Homer,"epic poet",,,,Odyssey,,,12.305-6,2,2.41b,2.13@2.14,,
Homer,"epic poet",,,,Odyssey,,,12.331-2,1,1.13a,1.21@1.22,,
Homer,"epic poet",,,,Odyssey,,,12.423,14,14.632e,14.32,,
Homer,"epic poet",,,,Odyssey,,,12.62-3,11,11.490b,11.79,,
Homer,"epic poet",,,,Odyssey,,,12.62-3,11,11.490c,11.79,,
Homer,"epic poet",,,,Odyssey,,,12.62-5,11,11.492c,11.82,,
Homer,"epic poet",,,,Odyssey,,,12.7,8,8.335b,8.12@8.13,,
Homer,"epic poet",,,,Odyssey,,,13.57,11,11.498d,11.99,,
Homer,"epic poet",,,,Odyssey,,,14.112-13,11,11.498f,11.99,,
Homer,"epic poet",,,,Odyssey,,,14.112,11,11.477b,11.53,,
Homer,"epic poet",,,,Odyssey,,,14.463-5,5,5.180a,5.8,,
Homer,"epic poet",,,,Odyssey,,,14.80-1,9,9.375b,9.17,,
Homer,"epic poet",,,,Odyssey,,,14.81,9,9.375c,9.17,,
Homer,"epic poet",,,,Odyssey,,,15.125-7,5,5.191c,5.17,,
Homer,"epic poet",,,,Odyssey,,,15.141,10,10.424e,10.24,,
Homer,"epic poet",,,,Odyssey,,,15.161,9,9.384c,9.32@9.33,,
Homer,"epic poet",,,,Odyssey,,,15.312,11,11.478e,11.57,,
Homer,"epic poet",,,,Odyssey,,,15.321-4,1,1.18b,1.31@1.32,,
Homer,"epic poet",,,,Odyssey,,,15.330-3,1,1.17b,1.29,,
Homer,"epic poet",,,,Odyssey,,,16.1-2,1,1.11b,1.18@1.19,,
Homer,"epic poet",,,,Odyssey,,,16.225-7,11,11.783b,11.24,,
Homer,"epic poet",,,,Odyssey,,,16.49,6,6.228c,6.12@6.13,"range start",
Homer,"epic poet",,,,Odyssey,,,16.49,6,6.228d,6.13,"range end",
Homer,"epic poet",,,,Odyssey,,,17.208,2,2.41a,2.13,,
Homer,"epic poet",,,,Odyssey,,,17.270-1,14,14.627e,14.24,,
Homer,"epic poet",,,,Odyssey,,,17.322-3,6,6.264e,6.87,"range start",
Homer,"epic poet",,,,Odyssey,,,17.322-3,6,6.264f,6.87,"range end",
Homer,"epic poet",,,,Odyssey,,,17.580,10,10.458e,10.87,,
Homer,"epic poet",,,,Odyssey,,,17.599,1,1.11e,1.19,,
Homer,"epic poet",,,,Odyssey,,,17.599,5,5.193a,5.20,,
Homer,"epic poet",,,,Odyssey,,,18.107,10,10.458e,10.87,,
Homer,"epic poet",,,,Odyssey,,,18.17,11,11.477d,11.53,,
Homer,"epic poet",,,,Odyssey,,,18.192-4,1,1.18e,1.32@1.33,,
Homer,"epic poet",,,,Odyssey,,,19.118,1,1.9d,1.16,,
Homer,"epic poet",,,,Odyssey,,,19.399,11,11.460a,11.1,,
Homer,"epic poet",,,,Odyssey,,,19.400-2,11,11.460a,11.1,,
Homer,"epic poet",,,,Odyssey,,,19.536-7,9,9.384c,9.32@9.33,,
Homer,"epic poet",,,,Odyssey,,,19.61-2,1,1.12a,1.20,,
Homer,"epic poet",,,,Odyssey,,,2.11,1,1.1d,1.2,,
Homer,"epic poet",,,,Odyssey,,,2.181,9,9.373b,9.15,,
Homer,"epic poet",,,,Odyssey,,,2.1,13,13.604b,13.81,,
Homer,"epic poet",,,,Odyssey,,,2.340,1,1.10d,1.17@1.18,,
Homer,"epic poet",,,,Odyssey,,,20.13,15,15.687f,15.36,,
Homer,"epic poet",,,,Odyssey,,,20.17,15,15.687f,15.36,,
Homer,"epic poet",,,,Odyssey,,,20.253,11,11.483a,11.65,,
Homer,"epic poet",,,,Odyssey,,,20.259,5,5.192f,5.20,,
Homer,"epic poet",,,,Odyssey,,,20.299-300,1,1.17f,1.30@1.31,,
Homer,"epic poet",,,,Odyssey,,,21.150-1,1,1.17b,1.29,,
Homer,"epic poet",,,,Odyssey,,,21.152,10,10.437e,10.49@10.50,,
Homer,"epic poet",,,,Odyssey,,,21.293-4,1,1.10c,1.17,,
Homer,"epic poet",,,,Odyssey,,,21.293-4,1,1.10f,1.18,,
Homer,"epic poet",,,,Odyssey,,,21.293-8,14,14.613a,14.1,"range start",
Homer,"epic poet",,,,Odyssey,,,21.293-8,14,14.613b,14.1,"range end",
Homer,"epic poet",,,,Odyssey,,,21.295-302,1,1.10e,1.18,,
Homer,"epic poet",,,,Odyssey,,,21.541,11,11.475b,11.49,,
Homer,"epic poet",,,,Odyssey,,,22.18,5,5.189c,5.15,,
Homer,"epic poet",,,,Odyssey,,,22.8-20,1,1.10f,1.18,,
Homer,"epic poet",,,,Odyssey,,,22.9-10,11,11.482f,11.65,,
Homer,"epic poet",,,,Odyssey,,,22.9-10,11,11.783b,11.24,,
Homer,"epic poet",,,,Odyssey,,,23.560-2,10,10.433d,10.42,,
Homer,"epic poet",,,,Odyssey,,,"23.615- 24",10,10.433d,10.42,,
Homer,"epic poet",,,,Odyssey,,,24.340,1,1.25b,1.45@1.46,,
Homer,"epic poet",,,,Odyssey,,,3.136-50,1,1.10f,1.18,,
Homer,"epic poet",,,,Odyssey,,,3.230,5,5.182b,5.12,,
Homer,"epic poet",,,,Odyssey,,,3.259,8,8.363a,8.64,,
Homer,"epic poet",,,,Odyssey,,,3.267-72,1,1.14b,1.24,,
Homer,"epic poet",,,,Odyssey,,,3.32-3,1,1.9a,1.15,,
Homer,"epic poet",,,,Odyssey,,,3.332-6,5,5.191e,5.18,,
Homer,"epic poet",,,,Odyssey,,,3.341,1,1.16b,1.28,,
Homer,"epic poet",,,,Odyssey,,,3.351,1,1.17c,1.29@1.30,,
Homer,"epic poet",,,,Odyssey,,,3.395-6,8,8.363f,8.65@8.66,,
Homer,"epic poet",,,,Odyssey,,,3.40-1,11,11.783a,11.23@11.24,,
Homer,"epic poet",,,,Odyssey,,,3.421,1,1.9b,1.15,,
Homer,"epic poet",,,,Odyssey,,,3.435-6,8,8.363e,8.65,,
Homer,"epic poet",,,,Odyssey,,,3.439-44,14,14.660b,14.79,"range start",
Homer,"epic poet",,,,Odyssey,,,3.439-44,14,14.660c,14.79,"range end",
Homer,"epic poet",,,,Odyssey,,,3.471,8,8.363f,8.65@8.66,,
Homer,"epic poet",,,,Odyssey,,,3.480,1,1.16b,1.28,,
Homer,"epic poet",,,,Odyssey,,,3.50,11,11.783a,11.23@11.24,,
Homer,"epic poet",,,,Odyssey,,,3.63,11,11.783a,11.23@11.24,"range start",
Homer,"epic poet",,,,Odyssey,,,3.63,11,11.783b,11.24,"range end",
Homer,"epic poet",,,,Odyssey,,,3.9,1,1.23e,1.42@1.43,,
Homer,"epic poet",,,,Odyssey,,,4.104-5,5,5.190c,5.16,"range start",
Homer,"epic poet",,,,Odyssey,,,4.104-5,5,5.190d,5.16,"range end",
Homer,"epic poet",,,,Odyssey,,,4.110-12,5,5.190d,5.16,,
Homer,"epic poet",,,,Odyssey,,,"4.113- 19",5,5.182a,5.11@5.12,,
Homer,"epic poet",,,,Odyssey,,,4.116-22,5,5.190d,5.16,,
Homer,"epic poet",,,,Odyssey,,,4.123-6,5,5.191a,5.17,"range start",
Homer,"epic poet",,,,Odyssey,,,4.123-6,5,5.191b,5.17,"range end",
Homer,"epic poet",,,,Odyssey,,,4.129,11,11.491f,11.81,,
Homer,"epic poet",,,,Odyssey,,,4.133-5,5,5.191a,5.17,"range start",
Homer,"epic poet",,,,Odyssey,,,4.133-5,5,5.191b,5.17,"range end",
Homer,"epic poet",,,,Odyssey,,,4.141-6,5,5.190e,5.16,,
Homer,"epic poet",,,,Odyssey,,,4.15-19,5,5.180d,5.9,,
Homer,"epic poet",,,,Odyssey,,,4.155-67,5,5.190e,5.16,,
Homer,"epic poet",,,,Odyssey,,,4.160,5,5.182a,5.11@5.12,"range start",
Homer,"epic poet",,,,Odyssey,,,4.160,5,5.182b,5.12,"range end",
Homer,"epic poet",,,,Odyssey,,,4.168-86,5,5.190e,5.16,,
Homer,"epic poet",,,,Odyssey,,,4.17-19,1,1.14a,1.23@1.24,,
Homer,"epic poet",,,,Odyssey,,,4.178-9,12,12.513e,12.7@12.8,,
Homer,"epic poet",,,,Odyssey,,,4.18,1,1.14d,1.24@1.25,,
Homer,"epic poet",,,,Odyssey,,,4.18,5,5.180e,5.9@5.10,,
Homer,"epic poet",,,,Odyssey,,,4.193-4,5,5.182b,5.12,,
Homer,"epic poet",,,,Odyssey,,,4.213-14,9,9.366a,9.1,,
Homer,"epic poet",,,,Odyssey,,,4.213,1,1.12a,1.20,,
Homer,"epic poet",,,,Odyssey,,,4.216-18,1,1.12a,1.20,,
Homer,"epic poet",,,,Odyssey,,,4.219-21,5,5.190f,5.17,,
Homer,"epic poet",,,,Odyssey,,,4.227-32,5,5.190f,5.17,,
Homer,"epic poet",,,,Odyssey,,,4.240ff,5,5.190f,5.17,,
Homer,"epic poet",,,,Odyssey,,,4.294-5,5,5.191d,5.17@5.18,,
Homer,"epic poet",,,,Odyssey,,,4.3-4,5,5.185b,5.1,,
Homer,"epic poet",,,,Odyssey,,,4.336,9,9.396f,9.54@9.55,,
Homer,"epic poet",,,,Odyssey,,,4.3,5,5.180c,5.9,,
Homer,"epic poet",,,,Odyssey,,,4.43-4,5,5.181e,5.11,,
Homer,"epic poet",,,,Odyssey,,,4.43-6,5,5.179a,5.6,,
Homer,"epic poet",,,,Odyssey,,,4.45-6,1,1.16c,1.28,,
Homer,"epic poet",,,,Odyssey,,,4.48,5,5.178f,5.6,,
Homer,"epic poet",,,,Odyssey,,,"4.54- 67",1,1.12a,1.20,,
Homer,"epic poet",,,,Odyssey,,,4.55-7,5,5.193b,5.20,,
Homer,"epic poet",,,,Odyssey,,,4.60-1,5,5.188e,5.14,,
Homer,"epic poet",,,,Odyssey,,,4.626,1,1.24b,1.43@1.44,"range start",
Homer,"epic poet",,,,Odyssey,,,4.626,1,1.24c,1.44,"range end",
Homer,"epic poet",,,,Odyssey,,,4.65-6,1,1.13f,1.23,,
Homer,"epic poet",,,,Odyssey,,,4.65-6,1,1.9b,1.15,,
Homer,"epic poet",,,,Odyssey,,,4.65-6,5,5.188e,5.14,"range start",
Homer,"epic poet",,,,Odyssey,,,4.65-6,5,5.188f,5.14,"range end",
Homer,"epic poet",,,,Odyssey,,,4.68-215,1,1.12a,1.20,,
Homer,"epic poet",,,,Odyssey,,,4.69-70,5,5.188f,5.14,,
Homer,"epic poet",,,,Odyssey,,,4.72,5,5.189a,5.14,,
Homer,"epic poet",,,,Odyssey,,,4.73,5,5.189a,5.14,,
Homer,"epic poet",,,,Odyssey,,,"4.74- 5",5,5.189a,5.14,"range start",
Homer,"epic poet",,,,Odyssey,,,"4.74- 5",5,5.189b,5.14@5.15,"range end",
Homer,"epic poet",,,,Odyssey,,,4.74,5,5.188f,5.14,,
Homer,"epic poet",,,,Odyssey,,,4.78-9,5,5.190a,5.15@5.16,,
Homer,"epic poet",,,,Odyssey,,,4.788,1,1.24a,1.43,,
Homer,"epic poet",,,,Odyssey,,,4.81,5,5.190b,5.16,,
Homer,"epic poet",,,,Odyssey,,,"4.90- 3",5,5.190b,5.16,,
Homer,"epic poet",,,,Odyssey,,,4.97-9,5,5.190b,5.16,"range start",
Homer,"epic poet",,,,Odyssey,,,4.97-9,5,5.190c,5.16,"range end",
Homer,"epic poet",,,,Odyssey,,,22.375-6,5,5.189f,5.15,,
Homer,"epic poet",,,,Odyssey,,,23.394-7,10,10.433d,10.42,,
Homer,"epic poet",,,,Odyssey,,,5.238-9,1,1.25a,1.45,,
Homer,"epic poet",,,,Odyssey,,,5.432,7,7.316a,7.99@7.100,,
Homer,"epic poet",,,,Odyssey,,,5.433,11,11.479b,11.57,,
Homer,"epic poet",,,,Odyssey,,,5.467,5,5.189d,5.15,,
Homer,"epic poet",,,,Odyssey,,,5.476-7,11,11.491f,11.81,,
Homer,"epic poet",,,,Odyssey,,,5.66,9,9.391a,9.44@9.45,,
Homer,"epic poet",,,,Odyssey,,,5.66,9,9.391c,9.45,,
Homer,"epic poet",,,,Odyssey,,,5.70,2,2.41a,2.13,,
Homer,"epic poet",,,,Odyssey,,,5.72,2,2.61c,2.57@2.58@2.59,,
Homer,"epic poet",,,,Odyssey,,,5.73-5,1,1.16d,1.28,,
Homer,"epic poet",,,,Odyssey,,,6.100-1,1,1.14d,1.24@1.25,,
Homer,"epic poet",,,,Odyssey,,,6.100-1,1,1.24b,1.43@1.44,,
Homer,"epic poet",,,,Odyssey,,,6.203,1,1.16e,1.28@1.29,,
Homer,"epic poet",,,,Odyssey,,,6.87,2,2.41a,2.13,,
Homer,"epic poet",,,,Odyssey,,,6.99,1,1.24a,1.43,,
Homer,"epic poet",,,,Odyssey,,,7.120,1,1.9e,1.16,,
Homer,"epic poet",,,,Odyssey,,,7.127,1,1.24f,1.45,,
Homer,"epic poet",,,,Odyssey,,,7.137,1,1.16b,1.28,,
Homer,"epic poet",,,,Odyssey,,,7.179-80,1,1.13e,1.23,,
Homer,"epic poet",,,,Odyssey,,,7.183,1,1.13e,1.23,,
Homer,"epic poet",,,,Odyssey,,,"7.215- 18",10,10.412b,10.2@10.3,"range start",
Homer,"epic poet",,,,Odyssey,,,"7.215- 18",10,10.412c,10.3,"range end",
Homer,"epic poet",,,,Odyssey,,,7.219-21,10,10.412d,10.3@10.4,,
Homer,"epic poet",,,,Odyssey,,,7.232,5,5.193c,5.20@5.21,,
Homer,"epic poet",,,,Odyssey,,,7.335-8,1,1.17b,1.29,,
Homer,"epic poet",,,,Odyssey,,,7.370-9,1,1.14d,1.24@1.25,,
Homer,"epic poet",,,,Odyssey,,,8.154,5,5.181f,5.11,,
Homer,"epic poet",,,,Odyssey,,,8.170,15,15.674f,15.16,,
Homer,"epic poet",,,,Odyssey,,,8.248-9,12,12.513c,12.7,,
Homer,"epic poet",,,,Odyssey,,,8.248-9,12,12.531b,12.41,,
Homer,"epic poet",,,,Odyssey,,,8.248-9,8,8.336b,8.14,,
Homer,"epic poet",,,,Odyssey,,,8.248,1,1.16d,1.28,,
Homer,"epic poet",,,,Odyssey,,,8.262-4,1,1.15d,1.27,,
Homer,"epic poet",,,,Odyssey,,,8.264-5,5,5.181e,5.11,"range start",
Homer,"epic poet",,,,Odyssey,,,8.264-5,5,5.181f,5.11,"range end",
Homer,"epic poet",,,,Odyssey,,,8.266-367,1,1.14c,1.24,,
Homer,"epic poet",,,,Odyssey,,,8.266,3,3.122c,3.94@3.95,,
Homer,"epic poet",,,,Odyssey,,,8.329-32,12,12.510b,12.1@12.2,"range start",
Homer,"epic poet",,,,Odyssey,,,8.329-32,12,12.510c,12.2,"range end",
Homer,"epic poet",,,,Odyssey,,,8.379,1,1.15c,1.26@1.27,"range start",
Homer,"epic poet",,,,Odyssey,,,8.379,1,1.15d,1.27,"range end",
Homer,"epic poet",,,,Odyssey,,,8.385,7,7.284d,7.20@7.21,,
Homer,"epic poet",,,,Odyssey,,,8.449,5,5.178e,5.5@5.6,,
Homer,"epic poet",,,,Odyssey,,,8.475,1,1.14a,1.23@1.24,,
Homer,"epic poet",,,,Odyssey,,,8.480-1,1,1.14c,1.24,,
Homer,"epic poet",,,,Odyssey,,,8.521-34,5,5.182a,5.11@5.12,,
Homer,"epic poet",,,,Odyssey,,,8.69-70,1,1.13d,1.22@1.23,,
Homer,"epic poet",,,,Odyssey,,,8.79,1,1.17e,1.30,,
Homer,"epic poet",,,,Odyssey,,,8.98,1,1.12c,1.20@1.21,,
Homer,"epic poet",,,,Odyssey,,,8.99,14,14.627e,14.24,,
Homer,"epic poet",,,,Odyssey,,,9.162,10,10.412d,10.3@10.4,,
Homer,"epic poet",,,,Odyssey,,,9.162,12,12.513e,12.7@12.8,,
Homer,"epic poet",,,,Odyssey,,,9.208-10,11,11.465b,11.13,"range start",
Homer,"epic poet",,,,Odyssey,,,9.208-10,11,11.465c,11.13@11.14,"range end",
Homer,"epic poet",,,,Odyssey,,,9.209-11,1,1.26a,1.47,,
Homer,"epic poet",,,,Odyssey,,,9.209-11,11,11.461d,11.4,,
Homer,"epic poet",,,,Odyssey,,,9.212,14,14.632e,14.32,"range start",
Homer,"epic poet",,,,Odyssey,,,9.212,14,14.632f,14.32@14.33,"range end",
Homer,"epic poet",,,,Odyssey,,,9.222-3,11,11.499f,11.101,,
Homer,"epic poet",,,,Odyssey,,,9.231-2,5,5.179b,5.6@5.7,"range start",
Homer,"epic poet",,,,Odyssey,,,9.231-2,5,5.179c,5.7,"range end",
Homer,"epic poet",,,,Odyssey,,,9.248-9,11,11.461d,11.4,,
Homer,"epic poet",,,,Odyssey,,,9.266-365,5,5.192d,5.19,,
Homer,"epic poet",,,,Odyssey,,,9.297,11,11.461d,11.4,,
Homer,"epic poet",,,,Odyssey,,,9.298,7,7.276d,7.3,,
Homer,"epic poet",,,,Odyssey,,,9.346,11,11.461c,11.4,,
Homer,"epic poet",,,,Odyssey,,,9.346,11,11.477b,11.53,,
Homer,"epic poet",,,,Odyssey,,,9.346,11,11.481e,11.63,,
Homer,"epic poet",,,,Odyssey,,,9.347,10,10.446f,10.66,,
Homer,"epic poet",,,,Odyssey,,,9.41-2,11,11.461d,11.4,,
Homer,"epic poet",,,,Odyssey,,,9.5-11,12,12.513b,12.7,,
Homer,"epic poet",,,,Odyssey,,,9.5-11,12,12.513e,12.7@12.8,,
Homer,"epic poet",,,,Odyssey,,,9.5-7,1,1.16d,1.28,,
Homer,"epic poet",,,,Odyssey,,,9.5-7,2,2.40d,2.11@2.12,,
Homer,"epic poet",,,,Odyssey,,,9.5-7,5,5.192c,5.19,"range start",
Homer,"epic poet",,,,Odyssey,,,9.5-7,5,5.192d,5.19,"range end",
Homer,"epic poet",,,,Odyssey,,,9.5-8,12,12.512d,12.5,,
Homer,"epic poet",,,,Odyssey,,,9.515-16,1,1.10e,1.18,,
Homer,"epic poet",,,,Odyssey,,,9.557,10,10.412d,10.3@10.4,,
Homer,"epic poet",,,,Odyssey,,,9.557,12,12.513e,12.7@12.8,,
Homer,"epic poet",,,,,,,,1,1.8e,1.14@1.15,"range start",
Homer,"epic poet",,,,,,,,1,1.8f,1.15,range,
Homer,"epic poet",,,,,,,,1,1.9a,1.15,range,
